ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode en hoofdstuk
6390,onvermoed,undreamed-of,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6391,op het spel staan,be at stake,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6392,optillen,lift,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6393,overtollig,redundant,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6394,reden tot bezorgdheid,cause for alarm,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6395,roofdier,predator,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6396,samenwerken,collaborate,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6397,iemand tegemoetkomen,meet somebody halfway,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6398,uit de hand lopen,get out of hand,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6399,uitwisseling,exchange,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6400,vervolgens,subsequently,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6401,voorschijven,prescribe,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6402,voortijdig / te vroeg,premature,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6403,vooruitgang,advance,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6404,voorzien,anticipate,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6405,zegening,blessing,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6406,zich bezighouden met,engage,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6407,zich vermenigvuldigen,multiply,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6408,aantonen,indicate,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6409,adel,nobility,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6410,attent,thoughtful,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6411,bagatelliseren,downgrade,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6412,beschermer / bevorderaar,promoter,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6413,brenger,bearer,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6414,de grens trekken,draw the line,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6415,kern van de zaak,crux of the matter,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6416,verloren tijd inhalen,make up for lost time,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6417,erfgoed,heritage,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6418,gemeenschappelijk,shared,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6419,gymnasium,grammar school,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6420,Het kan ze niets schelen.,They couldn't care less.,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6421,in een fractie van een seconde,in the blink of an eye,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6422,kant-en-klaar,ready-made,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6423,krachtig,forcefully,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6424,lezen en schrijven,literacy,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6425,losmaken van,detach,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6426,met een idee spelen,toy with an idea / toy with the idea,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6427,mopperen,grumble,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6428,onderzoek,study,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6429,onherstelbaar,irreparable,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6430,opmerkelijk,remarkable,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6431,met rekenen / rekenen,numeracy,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6432,stammen-,tribal,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6433,te zijner tijd,due course,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6434,tweetaligheid,bilingualism,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6435,uitkijkend over,overlooking,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6436,verscheidenheid aan,diversity of,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6437,als vanzelfsprekend aannemen,take for granted,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6438,verwerpen,dismiss,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6439,voorafgegaan door,preceded by,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6440,voorlopig,preliminary,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6441,voorstander zijn van,advocate,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6442,wellicht,arguably,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6443,wikkelen,wrap,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6444,zaak,matter,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6445,zelfwaardering / zelfrespect,self-esteem,Nederlands,Engels,Ofcourse3-5vwo-H5-NE
6446,apologist,iemand die iets verdedigt,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6447,autopsy,sectie / lijkschouwing,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6448,bland,mild / zacht,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6449,buggy,besmet / met veel bugs,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6450,buzz,geroezemoes,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6451,clutter,warboel / rommel,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6452,designate,aanwijzen / bestemmen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6453,dissect,ontleden,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6454,endearing,innemend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6455,flutter,geknipper,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6456,fraught with,vol van,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6457,grasp,begrijpen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6458,grind to a halt,langzaam tot stoppen komen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6459,humanoid,mensachtig,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6460,hypothesize,veronderstellingen maken,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6461,ineffable,onuitsprekelijk,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6462,interact,contact hebben / communiceren,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6463,masquerade,zich vermommen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6464,pivot,draaien,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6465,pristine,ongerept,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6466,strive for,streven naar,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6467,studded with,bezaaid met,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6468,stumble,struikelen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6469,ancestral,voorouderlijk,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6470,assault,aanval / plotselinge aanval,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6471,clamp down on,stevig aanpakken,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6472,conveyor belt,lopende band,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6473,damn,fel bekritiseren / veroordelen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6474,dumpster,container / vuilniscontainer,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6475,forage,zoeken naar / zoeken naar vooral eten,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6476,manifest,zichtbaar / overduidelijk,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6477,perceive,waarnemen / zien,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6478,protein,eiwit,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6479,pry into,zijn neus steken in,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6480,reassess,heroverwegen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6481,replenish,aanvullen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6482,resolute,vastberaden / doortastend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6483,rocket,snel stijgen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6484,rule out,uitsluiten,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6485,scant,karig / schraal,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6486,standing,reputatie / status,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6487,sweeping,verstrekkend / ingrijpend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6488,trivial,onbeduidend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6489,unsettled,onzeker,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6490,adherent,aanhanger,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6491,affiliation,band / verwantschap,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6492,assimilate,opnemen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6493,bemused,verbaasd,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6494,coherent,samenhangend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6495,commodity,handelsartikel,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6496,in compliance with,overeenkomstig,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6497,disposal,verwijdering / opruiming,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6498,enact,in werking stellen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6499,incite to,aanzetten tot,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6500,initiate,het initiatief nemen voor,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6501,landfill,stortplaats,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6502,multiple,divers / veelsoortig,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6503,outweigh,zwaarder wegen dan,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6504,pitfall,valkuil,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6505,pollutant,vervuiler,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6506,pressure,druk,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6507,public domain,voor iedereen beschikbaar,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6508,shred,versnipperen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6509,sift through,uitpluizen / onderzoeken,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6510,trace,nagaan waar het vandaan komt,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6511,administration,regering,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6512,advent,komst,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6513,albeit,ofschoon / zij het,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6514,asteroid,klein hemellichaam,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6515,conserve,in stand houden,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6516,convert,verbouwen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6517,dispel,verdrijven,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6518,extradite,uitleveren,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6519,fabrication,verzinsel,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6520,frigid,ijskoud / kil,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6521,frontier,grens,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6522,heartening,opbeurend / hartverwarmend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6523,legacy,nalatenschap / erfenis,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6524,malfunction,haperen / niet goed werken,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6525,prodigious,enorm,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6526,range,variëren,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6527,shelve,op de plank zetten,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6528,spin-off,nevenresultaat / nuttig nevenresultaat,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6529,stationary,stilstaand,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6530,surface,aan de oppervlakte komen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6531,telling,treffend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6532,vantage point,gezichtspunt,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6533,venture,onderneming / waagstuk,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6534,alter,wijzigen / veranderen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6535,atrocities,wreedheden,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6536,condition,aandoening,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6537,deluge,stortvloed,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6538,density,dichtheid,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6539,detergent,wasmiddel,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6540,discontent,ontevredenheid,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6541,dogged,vasthoudend / hardnekkig,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6542,embark on,beginnen aan / beginnen aan iets nieuws,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6543,encounter,geconfronteerd worden met,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6544,fend for,opkomen voor,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6545,immersion,onderdompeling,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6546,in a haphazard way,lukraak,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6547,inflict on somebody,iemand aandoen / iemand iets aandoen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6548,pervasive,doordringend,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6549,pilot episode,proefaflevering,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6550,prescription drugs,medicijnen op recept,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6551,preservation,bewaren / het bewaren,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6552,resent,boos zijn over / iemand iets kwalijk nemen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6553,retailer,winkelier,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6554,reversal,ommekeer,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6555,sizeable,behoorlijk groot,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6556,without further ado,zonder verder tijd te verspillen,Engels,Nederlands,Ofcourse3-6vwo-H6-EN
6557,aanhanger,trailer,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6558,adembenemend,breathtaking,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6559,afleiden uit,deduce from,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6560,afslaan / afwijzen,reject,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6561,behaaglijk,snug,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6562,boos kijken,glare,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6563,brok,chunk,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6564,enig,sole,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6565,gehecht aan,attached to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6566,gênant,embarrassing,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6567,inhalen,overtake,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6568,kapot,faulty,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6569,kladversie,draft,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6570,knipperen met / knipperen,blink,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6571,knopen,knot,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6572,minachtend,sneer,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6573,misschien wel / wellicht,arguably,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6574,nijptang,pincers,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6575,flink / omvangrijk,bulky,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6576,opgeleid worden,be trained,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6577,waakzaam / oplettend,alert,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6578,peuter,toddler,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6579,reageren op,respond to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6580,rondhangen,loiter,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6581,steeksleutel,spanner / wrench,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6582,stof,material,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6583,stukje touw,piece of string,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6584,terrein van universiteit,campus,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6585,troosten,console,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6586,uitspraak,pronunciation,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6587,verzuimen,omit,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6588,voorbehoud,reservation,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6589,voorzichtig en wijs,prudent,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6590,aannemen,adopt,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6591,afvalbak,bin,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6592,afzondering (positief) / afzondering,solitude,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6593,bedelaar,beggar,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6594,beruchtheid,notoriety,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6595,betwisten,contest,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6596,biologisch,organic,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6597,champignon,mushroom,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6598,dubbele punt,colon,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6599,hectare,acre,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6600,houdbaarheidsdatum,sell-by date,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6601,huurwoning,council house,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6602,in een notendop,in a nutshell,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6603,achterstand inhalen / inhalen,catch up with,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6604,kieskeurig,fussy,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6605,onderbewustzijn,subconscious,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6606,onhandelbaar,unmanageable,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6607,opkomst,emergence,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6608,opstel,composition,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6609,redactioneel commentaar,editorial,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6610,lesrooster,timetable,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6611,schild / afscherming,shield,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6612,slagroom,whipped cream,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6613,snee brood / snee,slice,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6614,ophouden,cease,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6615,stuur (fiets) / stuur,handlebars,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6616,verbindingsstreepje,hyphen,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6617,verpakking,packaging,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6618,verspilling,wastage,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6619,verwerven / krijgen,gain,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6620,volkoren,wholemeal,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6621,wat betreft,when it comes to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6622,zinloos / onzinnig,senseless,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6623,"3,8 liter (AE), 4,5 liter (BE)",gallon,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6624,aansporen,urge,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6625,aanzienlijk,significant,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6626,afval / rotzooi,trash,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6627,bankrekeningnummer,bank account number,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6628,bedrijfs-,corporate,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6629,bestaand,existing,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6630,bevorderen / stimuleren,boost,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6631,bijdragen aan,contribute to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6632,brievenbus,letter box / mailbox,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6633,burgerservicenummer,social security number,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6634,de lijst aanvoeren,head the list,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6635,diefstal,theft,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6636,doel,object,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6637,makkie,piece of cake,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6638,gemeld,reported,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6639,gratis / kosteloos,at no charge,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6640,Het is zijn schuld.,He's to be blamed,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6641,in overeenstemming met,in tune with,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6642,ongunstige invloed hebben op / invloed hebben op,affect,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6643,meeleven met,be empathetic to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6644,meisjesnaam,maiden name,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6645,naar voren brengen,put forward,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6646,omspringen met,handle,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6647,onmisbaar,indispensable,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6648,oprichten,found,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6649,perron,platform,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6650,publiekelijk bekendmaken,expose,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6651,sterker nog,what's more,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6652,toename,rise,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6653,verblijfplaats,whereabouts,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6654,verder dan / buiten,beyond,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6655,verkeersdrempel,speed ramp,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6656,verlenen,provide,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6657,wachtwoord,password,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6658,weggooien,dump,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6659,zwendelpraktijk,scam,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6660,aangrenzend,adjacent,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6661,aardbol,globe,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6662,bekend zijn met,be acquainted with,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6663,bemand,crewed,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6664,beoogd,intended,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6665,buiten de gevarenzone,out of harm's way,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6666,dodelijk,lethal,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6667,doorbraak,breakthrough,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6668,dozijn,dozen,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6669,duidelijk worden,emerge,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6670,eigen aan / inherent aan,inherent in,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6671,gebruikelijk,conventional,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6672,gedurfd,bold,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6673,giftig,toxic,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6674,in dienst nemen,engage,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6675,kust- / voor de kust,offshore,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6676,marine-,naval,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6677,meevaller,windfall,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6678,mits / op voorwaarde dat,provided,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6679,onderzoek naar,inquiry into,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6680,onderzoek / verkenning,exploration,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6681,onheilspellend,ominous,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6682,onthulling,revelation,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6683,ontwerpen,devise,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6684,overblijven,remain,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6685,pendelbus,shuttle bus,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6686,prijskaartje,price tag,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6687,schatten,estimate,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6688,schuilplaats,shelter,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6689,tapbier,draught beer,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6690,toevallig,accidental,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6691,verkennen,explore,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6692,verlengd,prolonged,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6693,vervanger,substitute,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6694,verzamelen,collect,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6695,wereld (van belangstelling) / wereld,realm,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6696,zuinig,economical,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6697,bevrucht,fertilised,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6698,bewaren,store,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6699,bleek,pale,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6700,doubleren / een jaar overdoen,repeat a year,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6701,een van de twee,either,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6702,een gezin stichten,start a family,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6703,gieten (regen) / gieten,pour,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6704,griezelig,uncanny,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6705,in principe,basically,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6706,in verband staand met,associated with,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
